-1.0f0, -1.6089907f-11
-0.5675676f0, 0.42960262f0
-0.5675676f0, -0.1627571f0
-0.5675676f0, 0.3107032f0
-0.5675676f0, 0.055544633f0
-0.5675676f0, 0.4174286f0
-0.5675676f0, -0.14177738f0
-0.5675676f0, 0.3386335f0
-0.5675676f0, 0.0025594987f0
-0.5675676f0, 0.43240035f0
-0.5675676f0, -0.16751257f0
-0.5675676f0, 0.30397004f0
-0.5675676f0, 0.06831004f0
-0.5675676f0, 0.40982717f0
-0.5675676f0, -0.12845334f0
-0.5675676f0, 0.35476327f0
-0.5675676f0, -0.027844569f0
-0.5675676f0, 0.42864057f0
-0.5675676f0, -0.16111597f0
-0.5675676f0, 0.31299356f0
-0.5675676f0, 0.051198304f0
-0.5675676f0, 0.41967037f0
-0.5675676f0, -0.14567465f0
-0.5675676f0, 0.33367267f0
-0.5675676f0, 0.0119533315f0
-0.5675676f0, 0.43173257f0
-0.5675676f0, -0.1663798f0
-0.5675676f0, 0.30558676f0
-0.5675676f0, 0.06524688f0
-0.5675676f0, 0.41178843f0
-0.5675676f0, -0.1319069f0
-0.5675676f0, 0.3507085f0
-0.5675676f0, -0.020226218f0
-0.5675676f0, 0.43042985f0
-0.5675676f0, -0.16416581f0
-0.5675676f0, 0.30872345f0
-0.5675676f0, 0.059300084f0
-0.5675676f0, 0.4153492f0
-0.5675676f0, -0.13814904f0
-0.5675676f0, 0.34315473f0
-0.5675676f0, -0.0059871627f0
-0.5675676f0, 0.4322568f0
-0.5675676f0, -0.16726921f0
-0.5675676f0, 0.30431804f0
-0.5675676f0, 0.06765083f0
-0.5675676f0, 0.4102565f0
-0.5675676f0, -0.12921026f0
-0.5675676f0, 0.35388228f0
-0.5675676f0, -0.02619092f0
-0.5675676f0, 0.42907685f0
-0.5675676f0, -0.16186056f0
-0.5675676f0, 0.31195652f0
-0.5675676f0, 0.053166382f0
-0.5675676f0, 0.41867727f0
-0.5675676f0, -0.14394999f0
-0.5675676f0, 0.33588123f0
-0.5675676f0, 0.00776938f0
-0.5675676f0, 0.43213668f0
-0.5675676f0, -0.16706552f0
-0.5675676f0, 0.30460903f0
-0.5675676f0, 0.06709956f0
-0.5675676f0, 0.4106125f0
-0.5675676f0, -0.1298375f0
-0.5675676f0, 0.35314894f0
-0.5675676f0, -0.024813758f0
-0.5675676f0, 0.42941993f0
-0.5675676f0, -0.16244566f0
-0.5675676f0, 0.31113914f0
-0.5675676f0, 0.05471747f0
-0.5675676f0, 0.4178689f0
-0.5675676f0, -0.14254402f0
-0.5675676f0, 0.33766615f0
-0.5675676f0, 0.004390085f0
-0.5675676f0, 0.432338f0
-0.5675676f0, -0.16740689f0
-0.5675676f0, 0.3041212f0
-0.5675676f0, 0.068023704f0
-0.5675676f0, 0.41001415f0
-0.5675676f0, -0.12878305f0
-0.5675676f0, 0.35438007f0
-0.5675676f0, -0.027125381f0
-0.5675676f0, 0.42883357f0
-0.5675676f0, -0.16144542f0
-0.5675676f0, 0.31253514f0
-0.5675676f0, 0.052068334f0
-0.5675676f0, 0.41923583f0
-0.5675676f0, -0.1449204f0
-0.5675676f0, 0.33464113f0
-0.5675676f0, 0.010118344f0
-0.5675676f0, 0.4319309f0
-0.5675676f0, -0.1667164f0
-0.5675676f0, 0.3051072f0
-0.5675676f0, 0.06615565f0
-0.5675676f0, 0.41121554f0
-0.5675676f0, -0.13089924f0
-0.5675676f0, 0.35190085f0
-0.5675676f0, -0.022468448f0
-0.5675676f0, 0.42996183f0
-0.5675676f0, -0.16336903f0
-0.5675676f0, 0.30984473f0
-0.5675676f0, 0.05717323f0
-0.5675676f0, 0.416543f0
-0.5675676f0, -0.14023367f0
-0.5675676f0, 0.3405687f0
-0.5675676f0, -0.0011005708f0
-0.5675676f0, 0.43242648f0
-0.5655656f0, -0.16883329f0
-0.5655656f0, 0.30407706f0
-0.5655656f0, 0.07010932f0
-0.5655656f0, 0.4106371f0
-0.5655656f0, -0.12787886f0
-0.5655656f0, 0.35743105f0
-0.5655656f0, -0.030843997f0
-0.5655656f0, 0.42978364f0
-0.5655656f0, -0.16106355f0
-0.5655656f0, 0.31506842f0
-0.5655656f0, 0.04926181f0
-0.5655656f0, 0.4226139f0
-0.5655656f0, -0.14876702f0
-0.5655656f0, 0.3316627f0
-0.5655656f0, 0.0177653f0
-0.5655656f0, 0.43288916f0
-0.5655656f0, -0.16633886f0
-0.5655656f0, 0.30764705f0
-0.5655656f0, 0.06334334f0
-0.5655656f0, 0.41496578f0
-0.5655656f0, -0.13547668f0
-0.5655656f0, 0.34842572f0
-0.5655656f0, -0.013927061f0
-0.5655656f0, 0.43348446f0
-0.5655656f0, -0.1673465f0
-0.5655656f0, 0.30620953f0
-0.5655656f0, 0.06606854f0
-0.5655656f0, 0.4132728f0
-0.5655656f0, -0.13251145f0
-0.5655656f0, 0.3519915f0
-0.5655656f0, -0.02063686f0
-0.5655656f0, 0.4323498f0
-0.5655656f0, -0.16542488f0
-0.5655656f0, 0.30894542f0
-0.5655656f0, 0.06088112f0
-0.5655656f0, 0.41643646f0
-0.5655656f0, -0.13804579f0
-0.5655656f0, 0.345284f0
-0.5655656f0, -0.008004416f0
-0.5655656f0, 0.43412054f0
-0.5655656f0, -0.16842188f0
-0.5655656f0, 0.30466852f0
-0.5655656f0, 0.068988875f0
-0.5655656f0, 0.41138288f0
-0.5655656f0, -0.12919168f0
-0.5655656f0, 0.35590598f0
-0.5655656f0, -0.027985936f0
-0.5655656f0, 0.43060404f0
-0.5655656f0, -0.16246018f0
-0.5655656f0, 0.31312084f0
-0.5655656f0, 0.052958727f0
-0.5655656f0, 0.42078575f0
-0.5655656f0, -0.14560616f0
-0.5655656f0, 0.3357628f0
-0.5655656f0, 0.009995706f0
-0.5655656f0, 0.43394497f0
-0.5655656f0, -0.1681252f0
-0.5655656f0, 0.30509436f0
-0.5655656f0, 0.06818197f0
-0.5655656f0, 0.4119129f0
-0.5655656f0, -0.13012367f0
-0.5655656f0, 0.35481536f0
-0.5655656f0, -0.025940292f0
-0.5655656f0, 0.43114266f0
-0.5655656f0, -0.16337593f0
-0.5655656f0, 0.31183705f0
-0.5655656f0, 0.055395115f0
-0.5655656f0, 0.4195107f0
-0.5655656f0, -0.14339554f0
-0.5655656f0, 0.3385888f0
-0.5655656f0, 0.0046461015f0
-0.5655656f0, 0.43432868f0
-0.5655656f0, -0.16877347f0
-0.5655656f0, 0.30416313f0
-0.5655656f0, 0.069946304f0
-0.5655656f0, 0.41074634f0
-0.5655656f0, -0.1280712f0
-0.5655656f0, 0.3572084f0
-0.5655656f0, -0.030426947f0
-0.5655656f0, 0.4299083f0
-0.5655656f0, -0.16127586f0
-0.5655656f0, 0.31477314f0
-0.5655656f0, 0.049822338f0
-0.5655656f0, 0.422345f0
-0.5655656f0, -0.14830275f0
-0.5655656f0, 0.33226928f0
-0.5655656f0, 0.016615335f0
-0.5655656f0, 0.4330826f0
-0.5655656f0, -0.16666643f0
-0.5655656f0, 0.30718043f0
-0.5655656f0, 0.06422805f0
-0.5655656f0, 0.41442367f0
-0.5655656f0, -0.13452807f0
-0.5655656f0, 0.3495735f0
-0.5655656f0, -0.016088372f0
-0.5655656f0, 0.43316695f0
-0.5655656f0, -0.16680919f0
-0.5655656f0, 0.30697685f0
-0.5655656f0, 0.064614f0
-0.5655656f0, 0.41418493f0
-0.5655656f0, -0.13411003f0
-0.5655656f0, 0.35007724f0
-0.5655656f0, -0.017036457f0
-0.5655656f0, 0.43301326f0
-0.5655656f0, -0.16654901f0
-0.5655656f0, 0.30734774f0
-0.5655656f0, 0.06391082f0
-0.5655656f0, 0.41461888f0
-0.5655656f0, -0.13486977f0
-0.5655656f0, 0.34916082f0
-0.5655656f0, -0.015311449f0
-0.5655656f0, 0.43328634f0
-0.5655656f0, -0.16701128f0
-0.5655656f0, 0.3066885f0
-0.5655656f0, 0.06516066f0
-0.5655656f0, 0.4138444f0
-0.5655656f0, -0.13351351f0
-0.5655656f0, 0.35079378f0
-0.5655656f0, -0.018384611f0
-0.5655656f0, 0.43277964f0
-0.5655656f0, -0.16615334f0
-0.5655656f0, 0.307911f0
-0.5655656f0, 0.06284281f0
-0.5655656f0, 0.4152693f0
-0.5655656f0, -0.13600738f0
-0.5655656f0, 0.34778067f0
-0.5655656f0, -0.012711858f0
-0.5655656f0, 0.43364295f0
-0.5655656f0, -0.16761458f0
-0.5655656f0, 0.30582607f0
-0.5655656f0, 0.06679536f0
-0.5655656f0, 0.41280973f0
-0.5655656f0, -0.13169898f0
-0.5655656f0, 0.35295713f0
-0.5655656f0, -0.022451466f0
-0.5655656f0, 0.43196756f0
-0.5655656f0, -0.16477658f0
-0.5655656f0, 0.3098632f0
-0.5655656f0, 0.059140183f0
-0.5655656f0, 0.4174424f0
-0.5655656f0, -0.1397994f0
-0.5655656f0, 0.343112f0
-0.5655656f0, -0.0039044444f0
-0.5655656f0, 0.43435973f0
-0.5635636f0, -0.16778602f0
-0.5635636f0, 0.3075826f0
-0.5635636f0, 0.06546757f0
-0.5635636f0, 0.415654f0
-0.5635636f0, -0.13467771f0
-0.5635636f0, 0.3513949f0
-0.5635636f0, -0.017513158f0
-0.5635636f0, 0.43493468f0
-0.5615616f0, -0.17167926f0
-0.5615616f0, 0.3039613f0
-0.5615616f0, 0.07433258f0
-0.5615616f0, 0.41172752f0
-0.5615616f0, -0.1257938f0
-0.5615616f0, 0.3638303f0
-0.5615616f0, -0.03879758f0
-0.5615616f0, 0.43108985f0
-0.5615616f0, -0.15928215f0
-0.5615616f0, 0.32153833f0
-0.5615616f0, 0.040981688f0
-0.5615616f0, 0.43024266f0
-0.5615616f0, -0.15784122f0
-0.5615616f0, 0.3235179f0
-0.5615616f0, 0.037223425f0
-0.5615616f0, 0.43167207f0
-0.5615616f0, -0.16027112f0
-0.5615616f0, 0.3201719f0
-0.5615616f0, 0.043576173f0
-0.5615616f0, 0.42917708f0
-0.5615616f0, -0.1560255f0
-0.5615616f0, 0.3259929f0
-0.5615616f0, 0.032525297f0
-0.5615616f0, 0.43326816f0
-0.5615616f0, -0.16297652f0
-0.5615616f0, 0.31640166f0
-0.5615616f0, 0.050734702f0
-0.5615616f0, 0.425905f0
-0.5615616f0, -0.15042745f0
-0.5615616f0, 0.33348525f0
-0.5615616f0, 0.018314524f0
-0.5615616f0, 0.43679622f0
-0.5615616f0, -0.16892685f0
-0.5615616f0, 0.3079464f0
-0.5615616f0, 0.06677971f0
-0.5615616f0, 0.41682377f0
-0.5615616f0, -0.13471729f0
-0.5615616f0, 0.3533491f0
-0.5615616f0, -0.019183686f0
-0.5615616f0, 0.4366368f0
-0.5615616f0, -0.16865887f0
-0.5615616f0, 0.30833194f0
-0.5615616f0, 0.06604859f0
-0.5615616f0, 0.41728944f0
-0.5615616f0, -0.13552894f0
-0.5615616f0, 0.3523663f0
-0.5615616f0, -0.01733726f0
-0.5615616f0, 0.4369667f0
-0.5615616f0, -0.1692133f0
-0.5615616f0, 0.30753383f0
-0.5615616f0, 0.06756201f0
-0.5615616f0, 0.41632006f0
-0.5615616f0, -0.13383865f0
-0.5615616f0, 0.35440755f0
-0.5615616f0, -0.021170942f0
-0.5615616f0, 0.43624464f0
-0.5615616f0, -0.16799927f0
-0.5615616f0, 0.30927896f0
-0.5615616f0, 0.06425244f0
-0.5615616f0, 0.41841263f0
-0.5615616f0, -0.13748392f0
-0.5615616f0, 0.34997922f0
-0.5615616f0, -0.012847981f0
-0.5615616f0, 0.4376299f0
-0.5615616f0, -0.1703269f0
-0.5615616f0, 0.3059251f0
-0.5615616f0, 0.07061166f0
-0.5615616f0, 0.41430303f0
-0.5615616f0, -0.13031286f0
-0.5615616f0, 0.3585972f0
-0.5615616f0, -0.029023297f0
-0.5615616f0, 0.4343194f0
-0.5615616f0, -0.16475385f0
-0.5615616f0, 0.31389937f0
-0.5615616f0, 0.05548503f0
-0.5615616f0, 0.42346656f0
-0.5615616f0, -0.1462338f0
-0.5615616f0, 0.3389582f0
-0.5615616f0, 0.007951243f0
-0.5615616f0, 0.4381287f0
-0.5615616f0, -0.17116338f0
-0.5615616f0, 0.30471173f0
-0.5615616f0, 0.07291097f0
-0.5615616f0, 0.4127263f0
-0.5615616f0, -0.12754856f0
-0.5615616f0, 0.3618167f0
-0.5615616f0, -0.035041306f0
-0.5615616f0, 0.43243983f0
-0.5615616f0, -0.16157351f0
-0.5615616f0, 0.31836274f0
-0.5615616f0, 0.04701126f0
-0.5615616f0, 0.4276676f0
-0.5615616f0, -0.1534472f0
-0.5615616f0, 0.32946986f0
-0.5615616f0, 0.02592796f0
-0.5615616f0, 0.4351498f0
-0.5615616f0, -0.16615514f0
-0.5615616f0, 0.31191245f0
-0.5615616f0, 0.059256073f0
-0.5615616f0, 0.4213803f0
-0.5615616f0, -0.14263126f0
-0.5615616f0, 0.3435618f0
-0.5615616f0, -0.00074987655f0
-0.5615616f0, 0.43843567f0
-0.5595596f0, -0.16656567f0
-0.5595596f0, 0.31333002f0
-0.5595596f0, 0.058567688f0
-0.5595596f0, 0.42377305f0
-0.5595596f0, -0.14475991f0
-0.5595596f0, 0.34285468f0
-0.5595596f0, 0.0025875221f0
-0.5595596f0, 0.44040763f0
-0.5595596f0, -0.17297263f0
-0.5595596f0, 0.30407488f0
-0.5595596f0, 0.07611948f0
-0.5595596f0, 0.41244823f0
-0.5595596f0, -0.12505826f0
-0.5595596f0, 0.36666933f0
-0.5595596f0, -0.042081084f0
-0.5595596f0, 0.43180096f0
-0.5595596f0, -0.1584879f0
-0.5595596f0, 0.32463315f0
-0.5595596f0, 0.037108254f0
-0.5595596f0, 0.43371573f0
-0.5595596f0, -0.16173166f0
-0.5595596f0, 0.3201443f0
-0.5595596f0, 0.045630544f0
-0.5595596f0, 0.4302898f0
-0.5595596f0, -0.15591945f0
-0.5595596f0, 0.3281388f0
-0.5595596f0, 0.030455116f0
-0.5595596f0, 0.43590593f0
-0.5595596f0, -0.16542721f0
-0.5595596f0, 0.31494814f0
-0.5595596f0, 0.05549618f0
-0.5595596f0, 0.4254626f0
-0.5595596f0, -0.14766598f0
-0.5595596f0, 0.3391048f0
-0.5595596f0, 0.009675921f0
-0.5595596f0, 0.4399818f0
-0.5595596f0, -0.1722618f0
-0.5595596f0, 0.305114f0
-0.5595596f0, 0.07415078f0
-0.5595596f0, 0.4138583f0
-0.5595596f0, -0.12753183f0
-0.5595596f0, 0.36383802f0
-0.5595596f0, -0.036809936f0
-0.5595596f0, 0.43382308f0
-0.5595596f0, -0.16191313f0
-0.5595596f0, 0.31989118f0
-0.5595596f0, 0.04611117f0
-0.5595596f0, 0.43007594f0
-0.5595596f0, -0.1555554f0
-0.5595596f0, 0.32863218f0
-0.5595596f0, 0.029519076f0
-0.5595596f0, 0.4361798f0
-0.5595596f0, -0.16588819f0
-0.5595596f0, 0.31429392f0
-0.5595596f0, 0.05673809f0
-0.5595596f0, 0.42479005f0
-0.5595596f0, -0.14651027f0
-0.5595596f0, 0.3406031f0
-0.5595596f0, 0.006842334f0
-0.5595596f0, 0.44021106f0
-0.5595596f0, -0.17264459f0
-0.5595596f0, 0.30455482f0
-0.5595596f0, 0.07521028f0
-0.5595596f0, 0.41310376f0
-0.5595596f0, -0.12620893f0
-0.5595596f0, 0.36535805f0
-0.5595596f0, -0.039641414f0
-0.5595596f0, 0.43276995f0
-0.5595596f0, -0.16013092f0
-0.5595596f0, 0.322368f0
-0.5595596f0, 0.041408483f0
-0.5595596f0, 0.4320738f0
-0.5595596f0, -0.15895082f0
-0.5595596f0, 0.32399672f0
-0.5595596f0, 0.038316365f0
-0.5595596f0, 0.43327236f0
-0.5595596f0, -0.1609816f0
-0.5595596f0, 0.32118833f0
-0.5595596f0, 0.04364825f0
-0.5595596f0, 0.43114856f0
-0.5595596f0, -0.15737993f0
-0.5595596f0, 0.32615075f0
-0.5595596f0, 0.03422775f0
-0.5595596f0, 0.43471634f0
-0.5595596f0, -0.16342197f0
-0.5595596f0, 0.31777838f0
-0.5595596f0, 0.050122794f0
-0.5595596f0, 0.42820567f0
-0.5595596f0, -0.1523651f0
-0.5595596f0, 0.3329178f0
-0.5595596f0, 0.021391967f0
-0.5595596f0, 0.43820062f0
-0.5595596f0, -0.16928196f0
-0.5595596f0, 0.30943686f0
-0.5595596f0, 0.06595495f0
-0.5595596f0, 0.41935074f0
-0.5595596f0, -0.13711189f0
-0.5595596f0, 0.35243762f0
-0.5595596f0, -0.015469323f0
-0.5595596f0, 0.43926856f0
-0.5595596f0, -0.17106986f0
-0.5595596f0, 0.3068496f0
-0.5595596f0, 0.07086125f0
-0.5595596f0, 0.4161362f0
-0.5595596f0, -0.13151577f0
-0.5595596f0, 0.3591802f0
-0.5595596f0, -0.02811219f0
-0.5595596f0, 0.43657547f0
-0.5575576f0, -0.15969585f0
-0.5575576f0, 0.32497153f0
-0.5575576f0, 0.038467955f0
-0.5575576f0, 0.43521774f0
-0.5575576f0, -0.1622657f0
-0.5575576f0, 0.3214008f0
-0.5575576f0, 0.045246854f0
-0.5575576f0, 0.43246093f0
-0.5575576f0, -0.15760528f0
-0.5575576f0, 0.32784474f0
-0.5575576f0, 0.033015087f0
-0.5575576f0, 0.4371157f0
-0.5575576f0, -0.16545963f0
-0.5575576f0, 0.31690416f0
-0.5575576f0, 0.053784642f0
-0.5575576f0, 0.42836776f0
-0.5575576f0, -0.15064007f0
-0.5575576f0, 0.33720857f0
-0.5575576f0, 0.0152662285f0
-0.5575576f0, 0.4413011f0
-0.5575576f0, -0.17246003f0
-0.5575576f0, 0.3068265f0
-0.5575576f0, 0.07290703f0
-0.5575576f0, 0.4167331f0
-0.5575576f0, -0.13055515f0
-0.5575576f0, 0.36231625f0
-0.5575576f0, -0.03196977f0
-0.5575576f0, 0.43744683f0
-0.5575576f0, -0.16601564f0
-0.5575576f0, 0.3161148f0
-0.5575576f0, 0.0552833f0
-0.5575576f0, 0.42757842f0
-0.5575576f0, -0.14929068f0
-0.5575576f0, 0.33898476f0
-0.5575576f0, 0.011904971f0
-0.5575576f0, 0.4417482f0
-0.5575576f0, -0.17320433f0
-0.5575576f0, 0.30573753f0
-0.5575576f0, 0.07497118f0
-0.5575576f0, 0.4152769f0
-0.5575576f0, -0.12801272f0
-0.5575576f0, 0.36528414f0
-0.5575576f0, -0.03750184f0
-0.5575576f0, 0.43557483f0
-0.5575576f0, -0.16286756f0
-0.5575576f0, 0.3205584f0
-0.5575576f0, 0.04684629f0
-0.5575576f0, 0.43174663f0
-0.5575576f0, -0.15639369f0
-0.5575576f0, 0.3294968f0
-0.5575576f0, 0.029880859f0
-0.5575576f0, 0.43807694f0
-0.5575576f0, -0.16707265f0
-0.5575576f0, 0.31460887f0
-0.5575576f0, 0.05814222f0
-0.5575576f0, 0.42601433f0
-0.5575576f0, -0.14661108f0
-0.5575576f0, 0.34247482f0
-0.5575576f0, 0.0053070975f0
-0.5575576f0, 0.44230443f0
-0.5575576f0, -0.1741293f0
-0.5575576f0, 0.30437955f0
-0.5575576f0, 0.07754433f0
-0.5575576f0, 0.41340798f0
-0.5575576f0, -0.12474051f0
-0.5575576f0, 0.36903164f0
-0.5575576f0, -0.04446722f0
-0.5575576f0, 0.4328003f0
-0.5575576f0, -0.15818033f0
-0.5575576f0, 0.32705724f0
-0.5575576f0, 0.034509383f0
-0.5575576f0, 0.43662405f0
-0.5575576f0, -0.16463341f0
-0.5575576f0, 0.31807354f0
-0.5575576f0, 0.051564354f0
-0.5575576f0, 0.42949843f0
-0.5575576f0, -0.15256946f0
-0.5575576f0, 0.33464736f0
-0.5575576f0, 0.02011655f0
-0.5575576f0, 0.4404615f0
-0.5575576f0, -0.1710605f0
-0.5575576f0, 0.30886522f0
-0.5575576f0, 0.06904123f0
-0.5575576f0, 0.41935632f0
-0.5575576f0, -0.13511957f0
-0.5575576f0, 0.3568666f0
-0.5575576f0, -0.021778518f0
-0.5575576f0, 0.44012105f0
-0.5575576f0, -0.17049232f0
-0.5575576f0, 0.3096895f0
-0.5575576f0, 0.06747776f0
-0.5575576f0, 0.42037857f0
-0.5575576f0, -0.13689274f0
-0.5575576f0, 0.35470802f0
-0.5575576f0, -0.017730832f0
-0.5575576f0, 0.44090316f0
-0.5575576f0, -0.17179699f0
-0.5575576f0, 0.30779386f0
-0.5575576f0, 0.071073f0
-0.5575576f0, 0.41799453f0
-0.5575576f0, -0.13275263f0
-0.5575576f0, 0.35971192f0
-0.5575576f0, -0.027104639f0
-0.5575576f0, 0.43884906f0
-0.5575576f0, -0.16836603f0
-0.5575576f0, 0.31275672f0
-0.5575576f0, 0.061657786f0
-0.5575576f0, 0.42398664f0
-0.5575576f0, -0.14312576f0
-0.5575576f0, 0.34693933f0
-0.5575576f0, -0.0031181853f0
-0.5575576f0, 0.4423948f0
-0.5575576f0, -0.17427947f0
-0.5575576f0, 0.3041586f0
-0.5575576f0, 0.07796287f0
-0.5575576f0, 0.41309837f0
-0.5575576f0, -0.12419747f0
-0.5575576f0, 0.36964563f0
-0.5575576f0, -0.045606196f0
-0.5575576f0, 0.43230256f0
-0.5575576f0, -0.1573368f0
-0.5575576f0, 0.32821164f0
-0.5575576f0, 0.032318924f0
-0.5575576f0, 0.4373374f0
-0.5575576f0, -0.16583194f0
-0.5575576f0, 0.31637582f0
-0.5575576f0, 0.05478774f0
-0.5575576f0, 0.42784178f0
-0.5575576f0, -0.14974108f0
-0.5575576f0, 0.3383933f0
-0.5575576f0, 0.013024044f0
-0.5575576f0, 0.44161162f0
-0.5575576f0, -0.17297702f0
-0.5575576f0, 0.30607048f0
-0.5575576f0, 0.074340165f0
-0.5575576f0, 0.41572616f0
-0.5575576f0, -0.12879772f0
-0.5575576f0, 0.364373f0
-0.5575576f0, -0.035804883f0
-0.5575576f0, 0.43618038f0
-0.5575576f0, -0.16388717f0
-0.5575576f0, 0.31912604f0
-0.5575576f0, 0.049565952f0
-0.5575576f0, 0.43047637f0
-0.5575576f0, -0.15423496f0
-0.5575576f0, 0.33241624f0
-0.5575576f0, 0.02434476f0
-0.5575576f0, 0.4395426f0
-0.5575576f0, -0.16952601f0
-0.5575576f0, 0.31108683f0
-0.5575576f0, 0.06482669f0
-0.5575576f0, 0.42206076f0
-0.5575576f0, -0.13980372f0
-0.5575576f0, 0.35111463f0
-0.5575576f0, -0.010980098f0
-0.5575576f0, 0.44185185f0
-0.5575576f0, -0.17337677f0
-0.5575576f0, 0.30548474f0
-0.5575576f0, 0.07545022f0
-0.5575576f0, 0.4149335f0
-0.5575576f0, -0.12741219f0
-0.5575576f0, 0.36597803f0
-0.5575576f0, -0.038793255f0
-0.5575576f0, 0.43509546f0
-0.5575576f0, -0.16205956f0
-0.5575576f0, 0.32168877f0
-0.5575576f0, 0.044700053f0
-0.5575576f0, 0.43269956f0
-0.5575576f0, -0.15800966f0
-0.5575576f0, 0.3272912f0
-0.5575576f0, 0.034065444f0
-0.5575576f0, 0.43677235f0
-0.5575576f0, -0.16488273f0
-0.5575576f0, 0.31772113f0
-0.5575576f0, 0.052233502f0
-0.5575576f0, 0.42916256f0
-0.5575576f0, -0.15199673f0
-0.5575576f0, 0.33541027f0
-0.5575576f0, 0.018671386f0
-0.5575576f0, 0.44073567f0
-0.5575576f0, -0.17151776f0
-0.5575576f0, 0.30820042f0
-0.5575576f0, 0.07030201f0
-0.5575576f0, 0.4185157f0
-0.5575576f0, -0.13365915f0
-0.5575576f0, 0.35862708f0
-0.5575576f0, -0.025075234f0
-0.5575576f0, 0.43936622f0
-0.5575576f0, -0.16923119f0
-0.5575576f0, 0.31151205f0
-0.5575576f0, 0.06401985f0
-0.5575576f0, 0.42255992f0
-0.5575576f0, -0.14066581f0
-0.5575576f0, 0.35003868f0
-0.5575576f0, -0.008955909f0
-0.5575576f0, 0.4420495f0
-0.5575576f0, -0.17370549f0
-0.5575576f0, 0.3050024f0
-0.5575576f0, 0.07636424f0
-0.5575576f0, 0.4142725f0
-0.5575576f0, -0.12625538f0
-0.5575576f0, 0.36730692f0
-0.5575576f0, -0.04126435f0
-0.5575576f0, 0.4341337f0
-0.5575576f0, -0.16043611f0
-0.5575576f0, 0.3239473f0
-0.5575576f0, 0.04041217f0
-0.5575576f0, 0.43447196f0
-0.5575576f0, -0.16100746f0
-0.5575576f0, 0.3231544f0
-0.5575576f0, 0.041917488f0
-0.5575576f0, 0.43386972f0
-0.5575576f0, -0.15999f0
-0.5575576f0, 0.32456496f0
-0.5575576f0, 0.0392397f0
-0.5575576f0, 0.43492603f0
-0.5575576f0, -0.16177377f0
-0.5575576f0, 0.3220876f0
-0.5575576f0, 0.043942876f0
-0.5575576f0, 0.43302527f0
-0.5575576f0, -0.15856135f0
-0.5575576f0, 0.32653427f0
-0.5575576f0, 0.035501856f0
-0.5575576f0, 0.43628561f0
-0.5575576f0, -0.16406421f0
-0.5575576f0, 0.31887665f0
-0.5575576f0, 0.050039466f0
-0.5575576f0, 0.43024805f0
-0.5575576f0, -0.1538464f0
-0.5575576f0, 0.3329384f0
-0.5575576f0, 0.023354951f0
-0.5575576f0, 0.4397733f0
-0.5575576f0, -0.16991153f0
-0.5575576f0, 0.31053004f0
-0.5575576f0, 0.065883145f0
-0.5575576f0, 0.42139813f0
-0.5575576f0, -0.1386581f0
-0.5575576f0, 0.3525361f0
-0.5575576f0, -0.013652418f0
-0.5575576f0, 0.44152954f0
-0.5575576f0, -0.17284042f0
-0.5575576f0, 0.3062704f0
-0.5575576f0, 0.07396122f0
-0.5575576f0, 0.4159942f0
-0.5575576f0, -0.12926586f0
-0.5575576f0, 0.3638274f0
-0.5575576f0, -0.034788173f0
-0.5575576f0, 0.43652993f0
-0.5575576f0, -0.16447517f0
-0.5575576f0, 0.31829703f0
-0.5575576f0, 0.051140036f0
-0.5575576f0, 0.42970923f0
-0.5575576f0, -0.15292871f0
-0.5575576f0, 0.33416766f0
-0.5575576f0, 0.02102539f0
-0.5575576f0, 0.44027865f0
-0.5575576f0, -0.1707554f0
-0.5575576f0, 0.30930805f0
-0.5575576f0, 0.068201266f0
-0.5575576f0, 0.4199083f0
-0.5575576f0, -0.1360774f0
-0.5575576f0, 0.3557034f0
-0.5575576f0, -0.019598128f0
-0.5575576f0, 0.4405622f0
-0.5575576f0, -0.17122847f0
-0.5575576f0, 0.30862117f0
-0.5575576f0, 0.069504105f0
-0.5575576f0, 0.41904938f0
-0.5575576f0, -0.13458657f0
-0.5575576f0, 0.35751092f0
-0.5575576f0, -0.02298558f0
-0.5575576f0, 0.43985695f0
-0.5575576f0, -0.17005128f0
-0.5575576f0, 0.31032798f0
-0.5575576f0, 0.066266485f0
-0.5575576f0, 0.42115518f0
-0.5575576f0, -0.13823768f0
-0.5575576f0, 0.35305542f0
-0.5575576f0, -0.014628048f0
-0.5575576f0, 0.44139448f0
-0.5575576f0, -0.17261554f0
-0.5575576f0, 0.30659926f0
-0.5575576f0, 0.07333782f0
-0.5575576f0, 0.41643235f0
-0.5575576f0, -0.1300306f0
-0.5575576f0, 0.3629326f0
-0.5575576f0, -0.033119686f0
-0.5575576f0, 0.437082f0
-0.5575576f0, -0.16540301f0
-0.5575576f0, 0.31698444f0
-0.5575576f0, 0.053632203f0
-0.5575576f0, 0.4284469f0
-0.5575576f0, -0.1507752f0
-0.5575576f0, 0.33703002f0
-0.5575576f0, 0.01560424f0
-0.5575576f0, 0.44125006f0
-0.5575576f0, -0.17237498f0
-0.5575576f0, 0.30695075f0
-0.5575576f0, 0.072671495f0
-0.5575576f0, 0.4168968f0
-0.5575576f0, -0.1308406f0
-0.5575576f0, 0.36198f0
-0.5575576f0, -0.03134217f0
-0.5575576f0, 0.43764058f0
-0.5575576f0, -0.16634078f0
-0.5575576f0, 0.3156523f0
-0.5575576f0, 0.05616136f0
-0.5575576f0, 0.42710617f0
